k,original,galerkin,wavelet_db32,standard_p4,hybrid_N12_p4_int64
522.0,190.9391287332891,3.7795551964486376e-28,89.86751579743348,21.80307356112218,8.472275061422176
523.0,193.963383538958,5.743744646157492e-28,90.38259231955706,21.980076155936455,8.444475040383457
524.0,190.40137895093778,3.103135936486491e-28,88.18131443144387,21.326895014329303,8.353833801473304
525.0,191.2256705662911,4.867611371555341e-28,88.06417873819551,21.573521486272043,8.33371574492031
526.0,190.20363829462505,3.3942052997911378e-28,87.39296584009088,21.414304151701234,8.385787428315075
527.0,187.2860289325787,4.184562235574144e-28,85.7243614683124,21.06684594032663,8.25324153805046
528.0,193.0507943560221,2.4536623223667066e-28,86.97540777571285,21.55581942638251,8.32744638302041
529.0,187.6300407798309,3.249210025191373e-28,84.27042459266157,21.05430669989904,8.271578559762858
530.0,192.76064850680694,2.8801826966503094e-28,86.39998640119371,21.484000445502602,8.296611963673392
531.0,190.0582180108821,2.7547902623264596e-28,84.62092578208491,21.190931186253906,8.231135910716924
532.0,185.28508971237162,2.306565887176554e-28,82.02081336063429,20.659288763943465,8.046210512831916
533.0,188.39192499997955,2.595973450965167e-28,82.64829458208304,20.869454358659283,8.057922280841687
534.0,190.09569729383213,2.5260144092152e-28,83.11777725931974,21.01110379560091,8.101292361913234
535.0,188.49886628337606,3.1337442342274096e-28,81.53446480243323,20.86226917813773,8.002709153745029
536.0,185.8485913266976,2.2164097654010876e-28,80.13508378364003,20.487176777812092,7.954012379378275
537.0,182.9214491891817,2.8928031072397243e-28,78.22095445687957,20.132040814500428,7.860567916663
538.0,185.07035291571788,2.823600560059517e-28,79.18954676061666,20.362343796780586,7.810671954403872
539.0,184.56468002834342,2.5774129039391437e-28,77.89440753092542,20.24800456986909,7.770327524651584
540.0,185.05015953905638,2.3619631220408865e-28,77.64357178021665,20.413929840825222,7.836810468997676
541.0,182.73767812083136,2.7766508727356984e-28,76.00770533332314,19.968896528522766,7.811298747875885
542.0,184.22730951845887,3.1167394191113266e-28,76.50254563086169,20.261648435188505,7.834713059861901
543.0,183.11605365335683,3.082407058663606e-28,75.47101194751639,19.929141164419065,7.748945363875963
544.0,182.52654900499806,2.231695785988088e-28,74.18020680193331,19.967172130445,7.7771511827968025
545.0,181.65448577011165,3.0198892801163656e-28,73.21091577549299,19.701052367344612,7.705012013988038
546.0,182.7174808881398,3.0487053477905957e-28,72.93251292309722,19.8107188585291,7.621984738283549
547.0,184.48754028408766,2.9222969616846286e-28,73.58596678577345,19.865741595718536,7.647639648299305
548.0,179.9990096794478,2.252596337914786e-28,71.06391511579584,19.469937030813398,7.514002452215761
549.0,179.00446354268493,2.32705870315049e-28,70.72304894272585,19.391875000350318,7.447218343256682
550.0,176.7417769461711,2.2006932345673945e-28,69.61279969840416,19.14046422802815,7.389529142993596
551.0,180.5625600867341,2.4393459781720056e-28,70.53324883881193,19.421553422555018,7.435839352942207
552.0,183.25459120958752,1.792760640322549e-28,71.31258318025876,19.724062182646318,7.489580093963014
553.0,176.6764975685859,2.1622421445638363e-28,67.65653270995458,18.916022687951223,7.262564581188118
554.0,178.91323636320328,2.3240358922192705e-28,68.32310027533522,19.13646074155007,7.257529181396695
555.0,177.40333867275993,2.179580196903108e-28,67.09561720006245,19.01358222032633,7.152562997800598
556.0,177.30928687642574,1.9648309659854702e-28,66.17341729311863,18.72618526658533,7.138448573832531
557.0,177.88241046291193,2.3779928971388587e-28,66.67257615905602,18.828051561321548,7.065266707679423
558.0,173.82492065667742,2.341553595633556e-28,64.20882916038461,18.464332346113984,7.09194011935555
559.0,180.8444408552754,2.518506582482685e-28,66.72427151855325,19.053902883631306,7.14229289305069
560.0,173.73164352844523,1.7857057770153833e-28,63.87958034144916,18.461625997601498,6.947070276480844
561.0,178.97645728981198,2.4753124791828273e-28,64.70530211982923,18.78019271554315,7.094033249308356
562.0,173.5797866750405,2.442027040517274e-28,62.35624312373811,18.320515197763598,6.893434597032092
563.0,174.53924569991125,2.373867656112833e-28,62.25230012547103,18.374891548115748,6.947476649352829
564.0,177.1399246342032,2.047693206975604e-28,63.18826681866822,18.544550082848723,6.944686202520846
565.0,171.31241995481295,2.2522296959355463e-28,60.32915304095131,17.992489006188702,6.739715423204363
566.0,175.65612624035512,2.285392441554382e-28,62.046621622181995,18.459542633048823,6.833126164560264
567.0,167.75072679938685,2.4302240756064625e-28,58.63129533995153,17.668991656319225,6.664548820297337
568.0,172.90346530732586,1.9421310218855943e-28,59.5671060747234,18.03051426084914,6.751212811676858
569.0,173.3618558066433,2.4670632072496862e-28,59.81211387522519,18.053107362848706,6.780932840658753
570.0,171.36927514260907,2.4706828043350123e-28,58.371880399362254,17.831623706620686,6.722767758498655
571.0,172.56250258418225,2.9185141300152116e-28,58.812449630923474,17.861299541307673,6.688701933032133
572.0,170.45664158495333,3.269008829225233e-28,57.412882900001776,17.584760447549968,6.647447976815445
573.0,169.97079498681532,3.898588063216983e-28,57.24010937773655,17.54868579187402,6.579327496199039
574.0,168.60521739072638,4.967246426949627e-28,56.3511630357983,17.428122312229444,6.529396024002607
575.0,165.11232380270096,4.5938719891189775e-28,54.600627796817314,16.968360538377357,6.375697795525915
576.0,175.18112473085296,2.3728588283593e-28,57.92543005622055,17.815519676251583,6.5602183828872205
577.0,169.59986752986453,4.843430845855188e-28,55.36483832664272,17.26214272579678,6.450306803627292
578.0,168.17894229046956,5.5780513476057275e-28,54.6406787751911,17.105879141333347,6.377062349924635
579.0,167.54848734805364,4.4024227197564545e-28,54.07348339867392,17.03343372531091,6.3094217036307825
580.0,164.1867589611423,3.659085590582448e-28,52.5565776572406,16.740313625387834,6.232254561475049
581.0,172.33141745001458,3.179950096200813e-28,55.71585855507303,17.488311049410825,6.432610188021435
582.0,164.372277758628,2.5130946056475365e-28,52.099685036150795,16.660584734859913,6.155669404804659
583.0,166.70660625540725,2.452379304993979e-28,52.87257177457955,16.824284639486667,6.246492978253001
584.0,164.62447226785852,1.8818061358618983e-28,51.541892574972366,16.62618387930454,6.203366605936532
585.0,168.39746763210871,2.34440053548806e-28,52.35845083072903,16.942787980581706,6.294390410067215
586.0,164.8731196712998,2.224096243414831e-28,51.48440784784235,16.513257363435585,6.131378103485324
587.0,162.94743926159128,2.2544219489579826e-28,50.31199351975424,16.368376667815422,6.154610748160727
588.0,162.9944084889209,1.9633021794344837e-28,50.279624076636594,16.310757757539655,6.0823219943891615
589.0,167.172968635343,2.451574047273052e-28,50.90439832311203,16.736532996247806,6.144710016459961
590.0,163.03860874280153,2.376663388658495e-28,49.132619986564286,16.288238787668845,6.07421656536638
591.0,164.16797541080345,2.2987311872324936e-28,49.39312874836853,16.219941810885793,6.087567243036167
592.0,161.29114464432777,1.6735650447690704e-28,48.04622780430529,16.03872044028696,6.029345194572265
593.0,164.08898657945454,2.4377610583563445e-28,49.117888895964036,16.26091880833628,6.090365103550393
594.0,163.02248826155338,2.3835580668909622e-28,47.97790023918053,16.116417110526232,6.067887145531659
595.0,161.54504073369262,2.177751616109719e-28,47.984651233683834,16.029461664102097,5.971606781241624
596.0,162.2618522178856,1.8922409509007533e-28,47.5572088288869,16.020026866266047,5.963341809999866
597.0,157.79214850545367,2.152811270741314e-28,45.94169412654794,15.464044192013816,5.830493808190244
598.0,162.2251985928268,2.109505721542314e-28,47.726660835933096,15.822250060378385,5.9067561710131224
599.0,160.29597983875917,2.11257298743287e-28,46.37476294212147,15.567829757252047,5.910457477939247
600.0,159.28373488710588,1.6682885837235708e-28,46.170545815218674,15.463530206357566,5.829281353299876
601.0,158.4537670207587,2.18208136497507e-28,45.23319776841865,15.338592367124384,5.825851302992773
602.0,162.69877015989118,2.171627235130766e-28,46.190346187486284,15.705345263908328,5.901861168221868
603.0,157.0252670056577,2.2544392628949135e-28,44.82784550027784,15.265564922028206,5.7665462663152365
604.0,158.07098557995397,2.273470041455325e-28,44.43335014305138,15.345131517322733,5.813630238639423
605.0,159.07043432816485,2.5821295177904065e-28,45.00262505261902,15.292877267861332,5.793383472580573
606.0,157.68015353738775,2.862541503333455e-28,44.03166517276552,15.127878151730727,5.758056016434137
607.0,158.41223608023532,2.7171164785144018e-28,44.3538821888752,15.205174186595489,5.772934505887574
608.0,155.12489518585502,1.858939769278925e-28,43.1047583644097,14.832622020149028,5.675090491431455
609.0,155.25825691538068,2.888555426037511e-28,42.64120653183552,14.77982936786251,5.686021205538626
610.0,158.225814601716,2.970197215212301e-28,44.002797515238655,14.986761204048271,5.6727861887628865
611.0,155.93933313772416,2.5165760679804628e-28,42.31778511497607,14.755779883476498,5.679974787951345
612.0,156.05384803105233,2.173728356081028e-28,42.804355999807846,14.762067312148563,5.568424384089899
613.0,154.15735946274384,2.2025032539585402e-28,41.90327486666862,14.634236126491325,5.597051056895041
614.0,156.02589670929802,2.1702495930212374e-28,42.302936660791836,14.732248116297889,5.582525384198989
615.0,153.89088025837174,2.170530235932338e-28,41.672081501587954,14.54312603209248,5.507377889590577
616.0,152.39968420680782,1.6105552017092201e-28,40.766703077240436,14.38101495574483,5.458803041612919
617.0,154.84080115692856,2.099873592902002e-28,41.866568958916126,14.526988984587792,5.495125730483357
618.0,152.2634704222718,1.9951363383726122e-28,40.69289093262458,14.301993113067747,5.399377388504787
619.0,155.68377837447406,2.1817857250898887e-28,41.68747640339828,14.508213004967477,5.4521593924103
620.0,152.7321541413281,1.9604577762734286e-28,40.52938207845209,14.28025157311477,5.356070066466329
621.0,150.506798562724,2.1680116859030314e-28,39.68233554875116,14.05727733309951,5.309330179355752
622.0,152.0608768726043,2.2623723169809795e-28,40.321840900197614,14.115963051917333,5.327108548554554
623.0,151.75623862207564,2.333567713435342e-28,39.83293482486615,14.15080400470938,5.322775821411897
624.0,151.92541875517358,1.7412945871366188e-28,40.05057531921781,14.108371261877785,5.318596841698824
625.0,150.90311055545527,2.493120360237299e-28,39.39003208270313,13.984487005165679,5.272466195480317
626.0,148.8911621119958,2.3408230610591767e-28,38.516789368558754,13.809423286021334,5.249021222460636
627.0,153.66470912973287,2.376678185504453e-28,40.1992047574012,14.140710870886485,5.278429944551001
628.0,150.00673677645943,2.060363670771044e-28,38.59564908038559,13.822507207723538,5.21900841813556
629.0,149.80593053039306,2.2721108733968696e-28,38.71085975847347,13.767894767266974,5.15173977625771
630.0,147.82679390611816,2.263177558247347e-28,37.78711515228745,13.644412451485385,5.123506372318579
631.0,149.54438519619438,2.3997267921088504e-28,38.11046549550757,13.714779359694138,5.179846665906182
632.0,149.1556633157019,2.1649467087037918e-28,38.00789513618628,13.614555563315923,5.128829992392401
633.0,147.10141547999862,2.9190209130081313e-28,37.32254946521156,13.484299523913682,5.083112178688988
634.0,148.34595435750515,3.2626153133873043e-28,37.90390731872728,13.546991715710021,5.0922290879941015
635.0,147.2147145939321,3.525466493156873e-28,37.01992885140223,13.390418647412362,5.057299553389437
636.0,148.47963790442154,5.0774631809884625e-28,37.62165046214843,13.424675841718976,5.061016083384205
637.0,145.1928166147975,5.610813093707984e-28,36.51012777316656,13.199557439069467,5.022852028295267
638.0,145.23775257594517,8.69737594088079e-28,36.252997155112595,13.14056439094565,5.013230045245205
639.0,144.97832762838286,8.700219989218939e-28,36.834718669143605,13.096791034887886,4.930061840783918
640.0,147.46123478703734,3.2985329566768867e-28,36.8443990398783,13.298162028275135,5.0014074601813086
641.0,145.79297315448963,6.580734430383494e-28,36.59451484481829,13.036946115862213,4.904273093857907
642.0,144.47300383123303,7.46132984598366e-28,35.96302539340465,12.93139484033025,4.90940973319762
643.0,144.17873837309068,5.859293188199326e-28,35.74304246666892,12.881363727669445,4.8657348464763
644.0,146.69104434815327,4.202505847184165e-28,36.38684844002601,13.108142466232055,4.925246920297637
645.0,144.05445372948478,3.4182151261088785e-28,35.320586290366634,12.843894724830964,4.800031165549185
646.0,145.72036883041193,2.95935760636324e-28,36.08581966105212,12.819826225555355,4.79135136689632
647.0,141.58762874832428,2.762365032321799e-28,34.797494869934425,12.539964378743012,4.722092640995871
648.0,143.93394382305644,2.153685303207443e-28,35.59090939324886,12.729273224158781,4.769634355506659
649.0,142.9633415962189,2.5746599811512503e-28,35.225409702643354,12.563009943053615,4.742609798650644
650.0,141.01866062146965,2.383296531701838e-28,34.46684027115621,12.504539350874843,4.729947456458904
651.0,144.10074321635736,2.641668312642464e-28,35.49116293543291,12.693116768358328,4.771492139807723
652.0,140.1999382428145,2.2485211338114874e-28,34.12267773833809,12.365065962567888,4.712807989097204
653.0,144.39315013323463,2.445585980857753e-28,35.26608343262768,12.661865630922462,4.747307992033327
654.0,140.70127986629785,2.355518083710264e-28,34.25056946728768,12.34556899538665,4.693668738526441
655.0,138.27668907782223,2.4736552198699715e-28,33.798763195758085,12.175353249036268,4.634502636607183
656.0,140.76023655656113,1.8105186767580704e-28,34.49538976815457,12.287670339501233,4.648044517801141
657.0,141.2893715354721,2.4204902784633485e-28,33.89204227583191,12.277911634456,4.6591737091429595
658.0,141.30427370199044,2.420081290472893e-28,34.31619226728699,12.236444798909256,4.67288612561061
659.0,138.22142493057865,2.334412664424357e-28,33.35885225782279,11.99349623633487,4.587438388009404
660.0,139.15384802441113,2.0445497741945912e-28,33.58424859046941,12.072285225019037,4.574426406105097
661.0,140.11476730863708,2.1949909061928607e-28,33.57676634138547,12.060357348397686,4.566899853077111
662.0,137.70154952023623,2.0893170933943263e-28,32.90501419324642,11.88862620778769,4.558078408643683
663.0,141.01971279639423,2.175260035244292e-28,34.06521489421819,12.092202826358992,4.577488329956783
664.0,136.39569664047144,1.6933483389863856e-28,32.44460534864461,11.741437252255771,4.493933828114309
665.0,139.58348420328764,2.287296985476313e-28,33.56606621345429,11.946969191202209,4.546070776705738
666.0,138.13662503982727,2.2258572138828456e-28,32.85066669512166,11.754011120841465,4.514838780477096
667.0,134.89977904263836,2.231907582389479e-28,32.04239238653381,11.559017933958794,4.444097454277451
668.0,137.12685616197638,2.167021335501103e-28,32.8849192774307,11.67569847656233,4.44990951786429
669.0,136.79675088656344,2.4752291191351993e-28,32.20392382971015,11.628582309300336,4.497540117186731
670.0,138.19247236528648,2.753859743947339e-28,33.02418598344002,11.70745755391547,4.495636123356175
671.0,134.37368531284028,2.842347536969633e-28,31.79705453462848,11.354582879471193,4.436640301794244
672.0,134.60055590547236,1.9315444966960896e-28,31.87052062610045,11.314537449970054,4.410801038903394
673.0,135.35030750003668,2.843227017797951e-28,32.175203904954834,11.338444886535868,4.414178123725511
674.0,134.71616790717965,2.742659533053395e-28,31.56733309510963,11.219987612097468,4.385036714233193
675.0,137.82652519798347,2.5527960718446198e-28,32.535355997710184,11.484516620297356,4.448879816813406
676.0,134.09496492732342,2.1907298290019455e-28,31.546783804132374,11.282908159636813,4.382437913980576
677.0,133.290110505428,2.2209074784989207e-28,31.23443292645154,11.029559145784471,4.33037505451429
678.0,135.73883657412657,2.094257949416753e-28,31.846682253218788,11.25789400186889,4.3617055587632425
679.0,130.41529923139518,2.2861448886446493e-28,30.348607630099494,10.772368412504807,4.244630866297185
680.0,133.24340963166466,1.6574148388129842e-28,31.28686612952977,11.078836101503043,4.2659050874492666
681.0,131.1721567980802,2.0777149893302263e-28,30.551914655956274,10.935298405825858,4.234763727074152
682.0,135.4616812143267,2.0222991042683183e-28,31.43718929241524,11.124756893204056,4.299372132519719
683.0,132.47837920076242,2.1407101431745895e-28,30.624411314329194,10.950626856535784,4.229116022189823
684.0,130.67456837024847,1.9882279470371224e-28,30.16969478037371,10.718754040022382,4.170417669566244
685.0,131.16595810385854,2.263891510091335e-28,30.547532920052518,10.716008470122496,4.176031993421896
686.0,131.12108898247976,2.3166875894259927e-28,30.071453485050693,10.66991475936247,4.185242130699915
687.0,132.2538562285254,2.4546045588699444e-28,30.559122194393094,10.754690948393069,4.186228060551169
688.0,130.632878680185,1.7179685814498895e-28,29.968916828066554,10.69956512996364,4.152594867095034
689.0,129.91067434880395,2.376918395947016e-28,29.82538020544462,10.554926917280598,4.129480328987562
690.0,129.34637437179043,2.3166755700735754e-28,29.77618849500371,10.529013174293492,4.103973658678357
691.0,131.2447326046654,2.3446270926820388e-28,29.875551367235843,10.577233698607953,4.13671427816189
692.0,129.37415792474258,2.0134170532346607e-28,29.794122109458787,10.443153435332249,4.088804318008162
693.0,130.14711839496277,2.29696280131336e-28,29.816182836571485,10.474831690636934,4.080736323076492
694.0,128.0819931789241,2.1482789067912112e-28,29.38603709039944,10.25141882040286,4.009158198361294
695.0,130.22628894565392,2.2747635929188216e-28,29.73740461285117,10.311613984273361,4.044190863955766
696.0,127.39210640273451,2.0138025116409955e-28,29.092360527109545,10.130321265031226,3.9865056588464354
697.0,129.07923370520416,2.5599011001462247e-28,29.592327085155624,10.197705786074893,4.030853313941186
698.0,126.33407033412713,2.706040864270099e-28,28.65745381924291,9.91475140362237,3.919003816727236
699.0,129.73255846830182,3.376708812437024e-28,29.594840895576773,10.205643195234567,3.9876802906960482
700.0,128.54808647601988,3.5120520535828524e-28,29.07395957195458,10.015300288106149,3.933703942052475
701.0,126.03741817892883,5.873184388652625e-28,28.605744150409908,9.899802846374818,3.9000623052752674
702.0,127.60901127091482,6.564785329696069e-28,28.945929561072607,9.975366619897887,3.940138712690623
703.0,125.83610095923328,6.965296778474116e-28,28.4402928818063,9.807443642848932,3.8769711459934997
704.0,126.64750294600772,2.4839437950913618e-28,28.66067252015141,9.87698937374696,3.843731035420056
705.0,124.31917026440449,5.110866655831539e-28,28.000015584074337,9.687686427349464,3.8076449666572616
706.0,126.35636526972203,4.881783244642974e-28,28.557149916072234,9.795248860449648,3.840695824225404
707.0,124.67922173157918,4.646401504950533e-28,28.06478704977116,9.621467257075391,3.8343929842374784
708.0,125.7433711980076,3.0798019813510895e-28,28.291902454632076,9.707817983303393,3.822016261635239
709.0,125.25150636526303,3.0159929068904437e-28,28.27158795528619,9.68059118582692,3.8039225892905284
710.0,122.24134204718517,2.47520454102918e-28,27.413564654930806,9.445116895168097,3.7322516933183465
711.0,123.45794826927235,2.5557705105122406e-28,27.68554801440088,9.486062165077902,3.782978081467489
712.0,124.89245561117073,1.9669473919784226e-28,28.001023736165074,9.581015942154496,3.8221423956619542
713.0,124.25356484033608,2.362120067249576e-28,27.935509539736817,9.532691346163302,3.806357130638675
714.0,124.22397239456517,2.240825193160644e-28,27.722526418057907,9.386294327946873,3.789937601996436
715.0,119.70716111826492,2.1951657547227877e-28,26.70668889616326,9.1300747091301,3.7057523777084906
716.0,124.86193110752285,2.1008842695233597e-28,27.787154079819267,9.442460853388775,3.7754789500260375
717.0,120.77999868057084,2.2293409449437296e-28,26.804270115011334,9.144866727762713,3.694764498319189
718.0,123.46824418785167,2.3805595104981366e-28,27.48968445375872,9.337107465946007,3.769276718011413
719.0,121.25272848438713,2.5104255171893924e-28,26.957577729609774,9.133808637262511,3.698747818210708
720.0,119.25497549617207,1.793820252200738e-28,26.56685304833071,8.995166769491092,3.6741306770376565
721.0,123.99165320428939,2.4707797450845282e-28,27.50070989245119,9.32012834044107,3.7860019308691086
722.0,119.919522140854,2.4580682588615643e-28,26.57421266858648,9.006439864697082,3.7174011104132796
723.0,121.54366525154015,2.418489614406228e-28,26.896104995775588,9.073944092411246,3.720766971901594
724.0,121.58974775659668,2.0631959097951145e-28,26.935846288901374,9.031221987866406,3.704377844302185
725.0,118.92960905946373,2.2026946827991277e-28,26.350148553795712,8.868378159976785,3.6744498568646105
726.0,120.8774506713,2.117304954036945e-28,26.57174370361646,8.915202734417564,3.681657462884035
727.0,118.75473565097776,2.156736270559464e-28,26.195041143807185,8.817391067597155,3.6648934821440378
728.0,118.45734846093781,1.8116482750777666e-28,26.10778320697767,8.78936836231216,3.6498971407465945
729.0,120.5006059328438,2.240698846048093e-28,26.403319876421847,8.823835121880002,3.6922621147370704
730.0,117.32076310677652,2.2267221782271888e-28,25.81832186138982,8.634671087259346,3.6072444702481516
731.0,119.4568625580151,2.362652830998696e-28,26.17087636199306,8.777591425919155,3.647920994628635
732.0,117.0584557367244,2.259673717975327e-28,25.600505309398137,8.537350749168553,3.61119710769124
733.0,119.04732656000544,2.937388374555882e-28,26.061736073267333,8.67331137279848,3.6250271410807238
734.0,117.76191635491692,2.767947814761878e-28,25.800596232689774,8.588864477460808,3.6082274696351635
735.0,115.67573369878582,2.968644719081077e-28,25.276228914286254,8.418586409279184,3.5816531398579117
736.0,118.74002789906018,1.9760794302778893e-28,25.777867230424285,8.538829466755473,3.5925937458936787
737.0,117.36659481013717,2.9359039678022064e-28,25.671997133329505,8.437736566155394,3.5747780722844857
738.0,117.07639243660614,2.85739307222445e-28,25.507735517275442,8.472443837856476,3.5564662007550787
739.0,116.23837975582768,2.7563759115456906e-28,25.343896381286914,8.382982941792177,3.5669179168823124
740.0,115.37557389596881,2.313920202160662e-28,25.011497148479407,8.361715178051355,3.5054213660007365
741.0,116.79280898969527,2.508439974731704e-28,25.493434266400637,8.402662155108567,3.521847501681378
742.0,116.45199216742172,2.208395867234431e-28,25.289120670203104,8.35079638142515,3.547914237516255
743.0,115.93907911923652,2.3920740294353535e-28,25.200745596585254,8.316749834474237,3.489826326680257
744.0,113.35494415813343,1.8633575513048561e-28,24.676653292353752,8.110429028773348,3.462671474189802
745.0,114.92877491788283,2.428977110511881e-28,24.83468546318971,8.177044314880234,3.4589285788391613
746.0,115.68579200515529,2.560635160892529e-28,25.08569223896991,8.240019516193788,3.4665689359950482
747.0,113.4637720956255,2.345597246347114e-28,24.730828454430267,8.121790847006553,3.4284508129737485
748.0,113.47939535394482,2.3292234271830426e-28,24.541961906369043,8.078487871613778,3.4011482266847857
749.0,114.78057810740509,2.4785986990770387e-28,24.811564664744125,8.093634568921939,3.4439322428718966
750.0,114.04182908381595,2.4985848709012236e-28,24.55294579855833,8.018255827807142,3.413165583754353
751.0,113.10407675093393,2.6266315458630755e-28,24.389671576226593,7.935151786358141,3.366456653678826
752.0,114.06044958976575,1.9964706884620048e-28,24.600108617919155,8.023625905445675,3.386761748367489
753.0,111.4963973438442,2.921465647367196e-28,24.017495948342216,7.818358435337542,3.3231475737937526
754.0,113.3804660044503,2.736860670292342e-28,24.37862242819454,7.927232021499228,3.3444289433294143
755.0,113.13788741837867,2.638203531592186e-28,24.378257940349762,7.913703481881246,3.327467514271243
756.0,111.61241069222065,2.4559719342984197e-28,24.169510322922093,7.811049469971697,3.2959405844850163
757.0,112.98772641076212,3.0801771056152433e-28,24.268940496980626,7.834649776581122,3.29427455431615
758.0,109.61085105331236,2.976909645221351e-28,23.776467178868753,7.621838516836124,3.2508812336523993
759.0,112.73410904798176,3.015632186227386e-28,24.233601240568042,7.757531878107154,3.270696653942768
760.0,110.06804690550278,2.8970249385060025e-28,23.628491632968053,7.579724196266035,3.215431973493454
761.0,109.76747617876055,3.6699327627706035e-28,23.703476657986094,7.577523070284155,3.2268673044626475
762.0,111.21798007743601,4.0843331157669155e-28,23.90122818159689,7.627605463034517,3.2053005215948662
763.0,110.89407582541786,5.951387683677915e-28,23.828848546552145,7.607996089904961,3.25684121527078
764.0,111.16780824573317,8.323668561885722e-28,23.79161121366359,7.5574282277763825,3.2137844071710573
765.0,109.33059439524952,1.0686628820008828e-27,23.387666627709162,7.449797015468699,3.183704318444546
766.0,107.7531504871173,1.5612196663352116e-27,23.222342614529293,7.375131477492768,3.166552216669778
767.0,111.52839786870832,1.2071836743081572e-27,23.869679600556747,7.565478995556025,3.186724886767575
768.0,109.00478525257984,5.600825069825827e-28,23.317636341391907,7.350589531561996,3.1409643739848803
769.0,109.55267475615373,1.2056037404327765e-27,23.314126259061933,7.369805008170382,3.138791989281821
770.0,107.50895069643266,1.3301080068278349e-27,23.03800636672855,7.268538649659568,3.099598577031082
771.0,108.5612060266723,9.824419878835694e-28,23.2256968229958,7.29906425304273,3.089095139336578
772.0,109.81081285808361,6.354443189485143e-28,23.371683015432712,7.35307075204093,3.1304940490770448
773.0,106.59897804663173,5.3832037258473495e-28,22.833286453267338,7.173789985931452,3.0775646322325927
774.0,108.90308087958746,4.04278169464707e-28,23.19906710446238,7.297478947938131,3.07795766500931
775.0,106.76288125215297,3.747011898639481e-28,22.945268112814617,7.163991265508822,3.0870868021040847
776.0,107.09454122133481,2.9857924467714323e-28,22.921384622527427,7.1751637835844635,3.0585793732396787
777.0,106.74949950257843,3.3999397436177085e-28,22.84005835179406,7.093886814599491,3.059562377535431
778.0,104.7137706551112,3.302470316312693e-28,22.469068098495,6.9924791968204945,3.0199144276602663
779.0,107.52762507829337,3.342552536028167e-28,22.69527018487648,7.093514875355283,3.043134449794177
780.0,106.34469020403098,2.8026089603137006e-28,22.858616513843636,7.033851022637469,3.032405218288355
781.0,106.76119718022244,3.1583517726005555e-28,22.775497014442003,7.050146038465588,3.0428537277312273
782.0,104.59351961758694,2.901145883858368e-28,22.352305797985117,6.89593161392474,3.010859958955156
783.0,103.55886116594853,3.11042619697185e-28,22.213541683198187,6.848957118146842,2.998426618046135
784.0,107.17371618934229,2.313973213270978e-28,22.95325474836739,7.028061209025493,3.051083060916874
785.0,104.580570794891,3.0052637173625913e-28,22.41127852677195,6.825973124631733,3.0046507512075213
786.0,105.17802762263823,2.937209933404195e-28,22.191496213322466,6.861054477324079,2.9993441710734303
787.0,103.58514839939924,2.762432113524272e-28,22.039452241483538,6.725087662450969,2.951933386856512
788.0,104.7267909418843,2.542278774642413e-28,22.37771198337812,6.821906096961552,3.0035128935998943
789.0,105.08453380745844,2.6599864037627174e-28,22.352512963035917,6.79822031242058,2.959605477615507
790.0,101.97108589179958,2.565590287875042e-28,21.80550746555612,6.608704919871549,2.9298094015792815
791.0,103.89300067531661,2.5997894361117803e-28,21.920193085326513,6.680412995082978,2.9484344869774737
792.0,103.18933158515237,2.1339437023239787e-28,22.144963695317784,6.663322243942627,2.9370067597843312
793.0,103.73314524971441,2.5899249955012223e-28,21.947925385245426,6.646074548210658,2.943806699526042
794.0,102.50280108432534,2.568632776685332e-28,21.831288564152374,6.580259226489777,2.9040915071562017
795.0,100.83293617935962,2.576277939306113e-28,21.509277027118795,6.486678916988283,2.9039918113754504
796.0,103.69881049893762,2.4481708034122535e-28,21.984258037165368,6.625894977813159,2.954715722258564
797.0,101.96658126300152,2.986985451830636e-28,21.851692463732316,6.509832493466417,2.911713253911307
798.0,103.05796205897397,3.20874483481886e-28,21.882509721129807,6.524913307669059,2.931134636340542
799.0,100.78878533702799,3.1770706245014976e-28,21.526881143687337,6.391300031225038,2.893445584444119
800.0,100.88943785579994,2.228292683633353e-28,21.50167796522864,6.38711081353777,2.895555904692358
801.0,102.39988730672171,3.1590503501854613e-28,21.79258870259098,6.461309414455301,2.910466753116186
802.0,99.5121933865343,3.1078771470254986e-28,21.28360219741073,6.293942526848189,2.8510703354211984
803.0,100.45968411247821,2.7411417021041544e-28,21.224389099058936,6.336136007457238,2.8657989842798126
804.0,100.32480539519098,2.440667403226736e-28,21.381985492880908,6.354939956526931,2.8793173164619468
805.0,102.28642334144855,2.5195769983698584e-28,21.747614519898423,6.423277194392682,2.8901992840650563
806.0,99.72036855164072,2.3278095922245715e-28,21.223926766732603,6.264674651212391,2.8392766549621773
807.0,98.75025657599211,2.439769053217273e-28,21.06046590709276,6.17686563999866,2.8136037160184135
808.0,99.85177037033716,1.949997868410796e-28,20.831214381420025,6.208158984600334,2.8033574380104183
809.0,99.35239697120173,2.4444672932198e-28,21.2241124623227,6.21702190564561,2.8141367884281117
810.0,100.13073628187092,2.227545304299513e-28,21.18379333644251,6.23134881757934,2.8271733436708426
811.0,98.01560539603092,2.3945398876513235e-28,20.7705449561341,6.098452555872578,2.753486033574554
812.0,97.49352711969932,2.1983752219366724e-28,20.769748722042408,6.083052165680072,2.764817655762142
813.0,99.5760995882921,2.430125301008678e-28,21.065361399462258,6.152104620117849,2.8058693903486467
