k,original,galerkin,wavelet_db32,standard_p4,hybrid_N12_p4_int64
306.0,387.4499142572858,2.414416452302116e-28,262.44668736418953,88.63018839472684,49.232754280017126
307.0,370.61024091429067,2.279951819046397e-28,250.50882492349476,85.11879238247994,46.851896223869126
308.0,385.3017092918958,1.9759521837703154e-28,263.31101122678393,88.48778806973066,48.34439343002039
309.0,381.76295840390395,2.0929487209125572e-28,256.80609144416104,87.34873862731907,47.28103531959463
310.0,383.08744547133,2.1896986398113348e-28,258.70340757365534,87.04122813713904,46.9364679647709
311.0,377.48314935134755,2.1484031316114846e-28,253.2855356604591,84.91496803911814,45.508429832216216
312.0,362.93715056485433,1.6972902052651863e-28,243.07750061550928,82.35592198764553,44.49303375685779
313.0,386.60866181181103,2.5449713617338865e-28,260.0545708009696,86.3158918360615,46.1020248483165
314.0,365.45069249659093,2.96412905116813e-28,244.7971836644064,82.00734198793816,43.33465313525301
315.0,373.17800347124773,3.3598418123452038e-28,251.34118368767443,83.26878777890359,43.864565772685566
316.0,365.07477588407545,3.539784034240073e-28,243.09404995021399,80.83052873013659,42.50369607684089
317.0,358.6133209688952,4.256625443540355e-28,239.18481350194577,79.38350400581083,41.98328283162878
318.0,383.49860934262114,6.236095686744662e-28,255.83959342598146,84.20778968424746,44.33374386413802
319.0,355.75579569452304,4.908100383129112e-28,236.8983351042496,78.0250677299474,40.80826465124774
320.0,369.5734892133237,2.1546923097853477e-28,247.68753340155365,80.50299173126872,41.502795621102706
321.0,356.5645914002717,4.85545411124298e-28,236.7669632011005,77.27875225524649,40.23723452652493
322.0,361.1490309936926,4.674802399732997e-28,239.45747510551485,77.92408204902611,40.459319551925006
323.0,357.94058801151624,3.720995864314783e-28,237.13378835669337,76.58543612336408,39.30535860783143
324.0,352.7672017516021,3.3852120310108634e-28,233.62439727805216,75.63435184812293,38.806761237203
325.0,358.42414115831025,3.11767296543005e-28,237.21284859421598,75.93058642383119,38.39119017939156
326.0,356.6749986881373,2.2835783162190754e-28,235.62987982681625,75.36783335884256,38.385437366655694
327.0,352.135781121588,2.302811634951377e-28,233.8213288608407,74.1149057008111,37.36166813033285
328.0,351.4323088056244,1.6546552769308903e-28,231.37248278392886,72.87594594991472,36.83294653273245
329.0,337.03394541354663,2.2694742691531964e-28,222.27205374225113,70.72545462438053,35.596540520740625
330.0,360.2328244087674,2.0882507427564132e-28,238.572344237721,74.51819051433309,36.94936641763854
331.0,345.77367143379,2.2546881912491313e-28,227.82136162635445,71.85945447459385,35.519395431102524
332.0,342.62536952570105,1.8705507258536995e-28,226.16698349457747,70.54039408233376,34.552743443033236
333.0,340.51367792929346,2.1832194261559386e-28,224.05114188167133,69.66966751306535,34.06245267807143
334.0,339.28151235154803,2.077768328961995e-28,224.0876397841022,68.80405004256774,33.64494049199917
335.0,351.99112882934287,2.303374976740704e-28,230.7870126627036,71.21468852949272,34.469562044878366
336.0,335.4189904334474,1.478808827465314e-28,220.2145271019108,67.32629552082149,32.97551540237887
337.0,340.2534457775699,2.2697890044548133e-28,224.42093585289473,68.11062460886404,33.07945581853085
338.0,340.14454753936474,2.1561301632765585e-28,222.787620122868,67.28731032218073,32.69841493234523
339.0,336.6842001951758,2.0056719485341888e-28,221.40555765305126,67.19260812708124,32.354408096053774
340.0,336.8411154059644,1.7045487341794876e-28,220.8696898318051,66.96057890079733,31.967427753565957
341.0,326.9798713544893,1.93742454793416e-28,214.5931232013497,64.85200990159667,31.180126410176705
342.0,339.66786845867506,1.8812884022727196e-28,222.37061459752823,66.44220331510208,31.973112969695375
343.0,329.2926515046812,1.967307585410772e-28,215.6109840944915,63.91778833999804,30.767419877508768
344.0,333.8092948673355,1.4430304308302617e-28,218.79289194488646,65.1570579012697,30.901364625498818
345.0,328.6399820594614,1.969278409989174e-28,214.6023078927622,63.45444365877811,30.307794145372732
346.0,319.81514796327787,1.8129275038657782e-28,209.77859612869827,61.82466025414214,29.39025077504822
347.0,328.5636043176113,2.012998609338316e-28,214.61410800579762,62.950212719322664,29.6407961333774
348.0,325.6986388274697,1.898382669735628e-28,212.39966035257115,62.396698910056536,29.288745119862227
349.0,331.4335257737283,2.2799704835560386e-28,215.65066993306414,62.96461090625976,29.69229984306236
350.0,321.3476433976026,2.627839082271252e-28,209.90833232031858,60.95152209574283,28.77950744997788
351.0,317.3528909478811,2.6382211538756934e-28,206.5874911700192,59.7750721819096,28.0427980067123
352.0,325.20000707724404,1.6575036219781188e-28,212.19276220948896,61.131101520791546,28.74980241238084
353.0,314.7799086600145,2.6916440780088855e-28,205.32072859192056,58.85459093985911,27.6805100095194
354.0,321.21307759562694,2.5037952471013887e-28,209.93435539379527,59.97227737269093,27.85154184172974
355.0,311.6728501514997,2.5221114382973817e-28,202.34568699586964,57.8614826161019,27.246234386934752
356.0,318.00724294968455,1.9703625816735613e-28,206.45621457846678,59.16106604694387,27.2775789615883
357.0,314.67487497948736,2.0125140127539427e-28,204.9392574200795,57.91717099413762,26.881167787352474
358.0,307.41109091340303,1.7819048050177404e-28,199.26402686931164,56.482223156252495,26.356448695370695
359.0,319.60955215365635,1.936534095762439e-28,206.30442854596942,58.080694940349595,26.90978249404022
360.0,308.8076117485599,1.3881192136561724e-28,199.85718998725085,56.28376656878113,26.08162298890361
361.0,314.98896041240596,2.1713322535353265e-28,203.25674959669794,57.019861232157744,26.43185350124479
362.0,306.42152616573725,1.9042723205199452e-28,198.40775711742987,55.555290813011354,25.812334659429748
363.0,306.4624288408341,1.8779484399777566e-28,197.51298444304942,55.24967050938401,25.561816863770435
364.0,304.2930424347734,1.6864751423030813e-28,195.918699571415,54.5651933341135,25.265008148408086
365.0,304.86373969297523,2.0134587616234939e-28,196.1656220250847,54.34251165287462,24.940616943688322
366.0,306.3411439166411,2.076186933805903e-28,197.88896052863367,54.61097084878752,25.07429383432524
367.0,305.08612006652436,2.2179594658717852e-28,196.5575521196784,53.78265943610933,24.729477762640116
368.0,300.5281902244587,1.5106725075614557e-28,192.86304297107665,52.637660099873955,24.308793562292735
369.0,304.3668521610349,2.2218104941930697e-28,196.12756323245202,53.44476261698421,24.661447812272183
370.0,294.97035485224166,2.203885932478874e-28,190.3066819982788,51.60179995186038,23.88089244131895
371.0,303.0054220415344,2.1471832600129403e-28,193.24046699624859,52.56771781959212,23.98017108127773
372.0,288.5855822359866,1.770967488351306e-28,186.0856083851948,50.20581992287734,23.013833330464937
373.0,306.3441700599535,2.40265368855874e-28,196.8941469061265,53.05441435038617,24.221168498733636
374.0,296.65039460944956,2.164671627069881e-28,189.93702962954347,51.11448534302742,23.32392672401426
375.0,294.15181258536353,2.3162124835829696e-28,188.68736894803507,50.580982341715824,23.19484957372923
376.0,293.37006971891947,1.8112377526225117e-28,188.0457977055043,50.441071946095455,22.973199179902238
377.0,292.9145176557846,2.4848242282853697e-28,187.81183525737387,49.666676528524206,22.67821707943153
378.0,292.8279919951022,3.1770483545488216e-28,186.7433273464808,50.088158262521205,22.478312539357727
379.0,290.12451449931683,3.3218426552778e-28,185.92112066518385,49.13982735421486,22.442387721141753
380.0,289.04119879333643,4.154946677540698e-28,185.04895405911705,48.9501786477577,22.224197953540703
381.0,292.6282826907216,5.658233567310466e-28,187.16098907727178,49.2424129078247,22.30519343827007
382.0,286.5525088732857,7.336305751164839e-28,183.5563075403022,48.071667679486154,22.04803005814128
383.0,287.99611765151775,7.677220132766448e-28,182.59870335956302,47.9882351033374,21.66279391486511
384.0,282.21062301583976,3.079769859101237e-28,180.11935975627526,46.60059448930925,21.09717204481699
385.0,283.97561265046704,8.210988902218808e-28,180.50154290525296,47.078801425178725,21.272857198686054
386.0,290.430796633481,7.177604050222186e-28,185.728188097772,47.85758676721805,21.62628641859034
387.0,284.46847259442785,5.531700785031948e-28,181.9728129786436,46.87929632785058,21.089772105551255
388.0,283.3774745280817,4.1621834746809e-28,179.3047984276916,46.573990154283756,20.994896655242343
389.0,274.9446602672038,3.419776179541179e-28,175.68339737432157,44.95486936247252,20.246582090796174
390.0,283.1043412397094,3.0511431739437976e-28,179.22293092395762,46.13160647341138,20.476829263068687
391.0,283.96638224738746,2.504929933321126e-28,181.27076125600607,45.55734772101479,20.489035645254095
392.0,278.7860441382428,1.9633399455569842e-28,176.59111865202362,44.716031397598435,20.112083964691216
393.0,275.98074617054476,2.3344971852740157e-28,174.59177287522454,43.85561040032716,19.75279825896812
394.0,277.7333578954409,2.1118836134244623e-28,177.47830346736765,44.07523142929183,19.716590847753398
395.0,278.7042511726195,2.159957750506079e-28,175.87574131355913,43.99949935667659,19.631498989211206
396.0,269.551332200324,1.8859292798167507e-28,171.7382908776143,42.578365711979714,19.11772461086791
397.0,273.98274702007006,2.158574716808613e-28,173.19812765156982,43.00886416537833,19.246087460901446
398.0,274.7162943878471,2.1066776662286305e-28,174.43440227506213,43.306509315638785,19.26321408449834
399.0,270.54735321475073,2.270912694672568e-28,172.6800680341557,42.61553358545323,19.012065911643003
400.0,280.3756314275343,1.5875013175360013e-28,175.850145448592,43.38076801432376,19.25928604754421
401.0,261.827530374633,2.2038099666632565e-28,166.116034726372,40.85181305202413,18.384128105524216
402.0,273.7547594648632,2.030137677340145e-28,172.71379333335412,42.37872490169901,18.91136658837775
403.0,269.4805804523787,2.067462871499786e-28,170.00080181565335,41.61538155220624,18.561725791037414
404.0,269.04629807035394,1.7594862022901868e-28,170.8559189130699,41.73409265967221,18.484288941027504
405.0,269.0300339754913,1.9651995389822067e-28,169.01497595500172,41.246713069339584,18.261650577663712
406.0,258.2916562660299,1.808001633914753e-28,164.23388183153355,39.72679263622187,17.88249294020383
407.0,277.0334527359401,1.9395926111611518e-28,173.19611087808312,42.159789868334826,18.541811396555076
408.0,257.0776908407968,1.448096694436574e-28,162.11602562931802,39.36149057445693,17.504997407094926
409.0,266.8730181034462,2.0155501077811024e-28,169.18875821856508,40.57230183654632,18.109591817363324
410.0,261.1807478217828,1.929129865569537e-28,165.0431666307439,39.507300428447216,17.492034470831527
411.0,259.40471702303336,2.0082831402688543e-28,163.62121265701714,39.245412328588635,17.342649965255593
412.0,269.4423023565211,1.9646727916963755e-28,168.73244736986567,40.17299777192629,17.733294736913212
413.0,255.26967195513902,2.379148563378186e-28,159.95798230874817,38.346552107686506,16.975819732187368
414.0,260.05587019818194,2.725855538856619e-28,162.51767082753508,38.563456407765244,17.098542971297277
415.0,260.2696432440164,2.81051012984165e-28,163.31742997249458,38.60483460553759,17.045817662154743
416.0,257.11031030454143,1.7138497679970267e-28,161.56127331453644,37.950091814427466,16.804705301474335
417.0,264.5304095138752,2.732922001579345e-28,164.37716297145883,38.83240817614414,16.998764116492563
418.0,249.51086775428132,2.6952563478957523e-28,157.39877943633317,36.81985529147576,16.383910069955604
419.0,259.6947026740289,2.39643344293758e-28,161.88909533272397,37.86393090051381,16.55004180140456
420.0,255.2165113996241,1.984658153612029e-28,160.65391091758246,37.394716059115154,16.54967555549327
421.0,250.28785677632106,1.9549395741053455e-28,156.74737936257284,36.230357406639115,16.02119970017127
422.0,257.3683225633354,1.8831242954566448e-28,160.42200406938252,36.8731689873799,16.238926175421007
423.0,249.79912441212605,2.0226026885882417e-28,156.48846192242254,35.98510837894024,15.985804545659294
424.0,261.1919511219771,1.4823755184774253e-28,161.63019135658743,37.54451954027423,16.36823201798352
425.0,248.33889004732137,1.8394404021547677e-28,155.6606949012017,35.745483869203056,15.719402374487537
426.0,248.34278078993094,1.8210842329549088e-28,153.7667170118142,35.47614136442848,15.49707306839577
427.0,251.0583582447793,1.930637568739301e-28,155.68951702543086,35.75033908504446,15.435834064499913
428.0,247.19828121717816,1.7214802746030605e-28,154.92135177212762,35.3206634359533,15.417354798920396
429.0,252.49444529294772,2.1571118925082818e-28,155.6311442788881,36.20613172714905,15.46622097527315
430.0,248.58253482976656,2.283567933572764e-28,155.27202063746844,35.1045951537898,15.298682297701678
431.0,246.55890547534952,2.338602402419367e-28,153.14361196881248,34.73059832371618,15.09298305542981
432.0,249.61130090473893,1.4922507141690363e-28,154.70746325225775,35.198935888254596,15.187612742154993
433.0,244.10177543582503,2.1719086560931485e-28,151.2495089583276,34.48102972886255,14.95729639932792
434.0,248.75920651494053,2.126900994789857e-28,153.82273693473354,34.88787605049324,14.941189745969757
435.0,241.9104351398798,2.0989071563636715e-28,149.7594471491394,33.79575743638148,14.659436810073696
436.0,245.67769741803232,1.7771588692130076e-28,151.7320362163114,34.1381521484908,14.650301403521519
437.0,239.40810424843178,1.973112384806839e-28,148.0992727028197,33.32552428792927,14.323496006103142
438.0,240.1656689931844,1.990523916251202e-28,147.44971460927871,33.31170307973854,14.2834318301641
439.0,240.53761552613767,2.163798209585697e-28,147.4680762076194,32.94310674646946,14.289092768699193
440.0,235.08293159778944,1.6742166979049956e-28,145.4675738945397,32.13352328140925,13.893592212142453
441.0,249.69584784270302,2.252397607755427e-28,153.1282705107539,34.04607262727923,14.677265541207555
442.0,237.559718595135,2.196624201904195e-28,146.71784076595446,32.38447074126382,13.904942133102233
443.0,239.99473127431818,2.9175833527892426e-28,147.31003383041252,32.873583028166365,13.96837268831267
444.0,233.27896482169533,3.014820642723747e-28,142.87990957109898,31.858323964374645,13.615100715687705
445.0,241.36034667980658,4.0350446874093952e-28,147.60788300223393,32.566595704515905,13.878254675728346
446.0,234.03708413055952,5.457681348560581e-28,142.0076882615823,31.826766430967037,13.45727656386226
447.0,237.05859513879182,4.640184136917425e-28,144.56985694439757,31.982637052115635,13.594662993309184
448.0,237.64423592328626,2.2621743619371897e-28,144.33377378633372,31.918126374069924,13.57208933048765
449.0,235.04193480755563,5.563174104400665e-28,143.5485460621729,31.49642032651842,13.43587842283879
450.0,234.62592279968078,5.355880282837536e-28,142.28797534683952,31.297111426412233,13.255310840800663
451.0,229.13239685260424,5.181123365574564e-28,139.495257484839,30.61350350244607,12.95309176553585
452.0,229.9129306798641,3.162194162204087e-28,139.62821888941392,30.611241393219412,12.92326407640487
