bin_center,original_r2,galerkin_r2,wavelet_db32_r2,standard_p4_r2,hybrid_N12_p4_int64_r2,original_r4,galerkin_r4,wavelet_db32_r4,standard_p4_r4,hybrid_N12_p4_int64_r4,original_r8,galerkin_r8,wavelet_db32_r8,standard_p4_r8,hybrid_N12_p4_int64_r8
-12.15,1.6071401795436738e-05,2.540412832646079e-06,3.671703732426911e-05,4.0063601318344157e-05,1.611323090821603e-05,1.042913760293883e-05,2.535688156073769e-06,2.5279379664440674e-05,3.443830182861732e-05,8.299163133176316e-06,2.908443363748377e-06,2.526224934015531e-06,9.728653742367487e-06,2.6343280830843303e-05,5.566056165534811e-06
-12.05,1.690611858055073e-05,2.8206662215706555e-06,3.801670954598745e-05,4.149447447104072e-05,1.7061256101652676e-05,1.0870542046403631e-05,2.851876187182491e-06,2.6102485555355185e-05,3.570881337539402e-05,9.378979170930112e-06,3.242853563326103e-06,2.693419810423706e-06,1.0534795297003705e-05,2.7824115828377075e-05,6.288627947558737e-06
-11.95,1.7424930685139057e-05,2.999566827589936e-06,3.924517106229701e-05,4.282434911994012e-05,1.7377315721851064e-05,1.1616325666491696e-05,3.1322907913615224e-06,2.8089257598768503e-05,3.6609737488958684e-05,1.0011403975076799e-05,3.7564546801696483e-06,2.9561924748552875e-06,1.1042424322086083e-05,2.8266052847329618e-05,6.425986392757076e-06
-11.85,1.8820535831687698e-05,3.5899730639740364e-06,4.111807249485716e-05,4.446475311544716e-05,1.8617878199648573e-05,1.2153405776422424e-05,3.412737941821637e-06,2.9467749861381282e-05,3.866850903521636e-05,9.89217287908435e-06,4.413428430821459e-06,3.3563555860915564e-06,1.2099602505854223e-05,2.9986309918763142e-05,6.718683676208865e-06
-11.75,1.947632567339636e-05,3.78672949407477e-06,4.250119042105923e-05,4.582998509772174e-05,1.957184289605875e-05,1.3084027830825008e-05,3.740850145111761e-06,3.0684590448272394e-05,3.8715871343848255e-05,1.0763154213968144e-05,4.455191083317261e-06,3.869924694356013e-06,1.314460569654487e-05,3.110281073925474e-05,7.118750725061742e-06
-11.65,2.1128377202683623e-05,4.096862948422198e-06,4.461266139724821e-05,4.800117996596489e-05,1.9190369009118866e-05,1.4354980018690405e-05,4.152562250887866e-06,3.197957871168327e-05,4.2266273415440934e-05,1.1019808991356329e-05,4.771758208696003e-06,4.1446810974155525e-06,1.3676253572757241e-05,3.219004390801301e-05,7.77575657459906e-06
-11.55,2.244011436282624e-05,4.335358019200563e-06,4.707512237741568e-05,4.970033777546038e-05,2.112232405174896e-05,1.4885841056957773e-05,4.576127689474833e-06,3.4711831076812905e-05,4.3453180921135284e-05,1.1813218039721134e-05,5.655584391288802e-06,4.401442129228983e-06,1.480485121387312e-05,3.488316388786231e-05,8.050399309885258e-06
-11.45,2.3740126303059065e-05,4.770682827180812e-06,4.990773995143043e-05,5.076185206920071e-05,2.183196734993025e-05,1.6079094849098674e-05,4.683520516607229e-06,3.6060210902072394e-05,4.453906296529931e-05,1.2517238104714616e-05,5.990022327838088e-06,4.903099034052911e-06,1.5808165051682996e-05,3.53489893943258e-05,8.99996421364769e-06
-11.35,2.49389990013048e-05,5.462483931229597e-06,5.17211084478457e-05,5.156146129776773e-05,2.3484050080146086e-05,1.7153186846938868e-05,5.3637262407301605e-06,3.781465855870309e-05,4.628765516050124e-05,1.3400374117263843e-05,6.533546283245842e-06,5.321197201436969e-06,1.6841500032827695e-05,3.8096528773509275e-05,9.322546860944034e-06
-11.25,2.6930522578401092e-05,5.683075917879143e-06,5.3426149148627706e-05,5.4864783721410545e-05,2.417557925064661e-05,1.8376108398969917e-05,5.799212665149333e-06,3.9341666229031336e-05,4.771317970977878e-05,1.4074435028132401e-05,6.658898200936658e-06,5.631695967249568e-06,1.84239475574016e-05,3.951753046498628e-05,9.943557011097148e-06
-11.15,2.839154517178202e-05,6.1482174935292724e-06,5.562068234281176e-05,5.630200251237358e-05,2.4944856439431367e-05,1.9223318591389956e-05,5.978200710369992e-06,4.128070801314343e-05,5.0887296454258246e-05,1.5100633766936459e-05,7.745821494721835e-06,5.715305451386889e-06,1.939142875814684e-05,4.1040421543809245e-05,1.1024508253744946e-05
-11.049999,3.0103315867667776e-05,6.7744342203895445e-06,5.9217180547343236e-05,5.856871517526912e-05,2.727083824695481e-05,2.1156591498867903e-05,7.034297261202291e-06,4.448502590938628e-05,5.301183502204866e-05,1.5643713684535083e-05,7.954921068814864e-06,6.724655498112264e-06,2.0532296848532486e-05,4.3125103350605185e-05,1.1120168004534138e-05
-10.95,3.274479616430478e-05,7.287218018518691e-06,6.0850588895255844e-05,5.945672757635469e-05,2.8075635696113525e-05,2.283291131261619e-05,7.183386881522424e-06,4.643557601767529e-05,5.319628739432132e-05,1.7063537168486083e-05,9.047740604860123e-06,7.220276165858672e-06,2.2275956041850236e-05,4.545979173333469e-05,1.2356287961537538e-05
-10.85,3.321621818203437e-05,7.6510555499646e-06,6.348701954753435e-05,6.451444463558307e-05,2.9805302768047263e-05,2.4103956473611484e-05,7.869582771438356e-06,4.7724748155737773e-05,5.5070257428644814e-05,1.7469410247261145e-05,9.728653469293853e-06,7.8474221354525e-06,2.3793097918718273e-05,4.800437345688471e-05,1.324028596458227e-05
-10.75,3.585170543431075e-05,9.183564442323064e-06,6.6056641826024e-05,6.581388621190074e-05,3.099173294662319e-05,2.5702686682715063e-05,9.092592697209448e-06,5.1148939123670857e-05,5.829158006309099e-05,1.8519307472370908e-05,1.0051054414507977e-05,9.256764315203425e-06,2.5512837590022577e-05,5.0410680769978726e-05,1.4058338260734345e-05
-10.65,3.8093927863336175e-05,9.553292361429577e-06,6.974798978037164e-05,7.004801625996612e-05,3.21486304243305e-05,2.7182321384969783e-05,9.659388173741533e-06,5.393519301037963e-05,6.168645304731809e-05,1.984381979803661e-05,1.1478387750852247e-05,9.412039071458451e-06,2.6928226754075796e-05,5.18559342643911e-05,1.539011796852694e-05
-10.549999,4.124297395815973e-05,1.0310736590716128e-05,7.318360923232589e-05,7.195704279653775e-05,3.446871748685738e-05,2.913356917342695e-05,1.016065159951442e-05,5.4961917741049684e-05,6.372159797810689e-05,2.2111213926348975e-05,1.2601263855254777e-05,1.002726161752264e-05,2.9592068320092633e-05,5.4078079329695326e-05,1.662650253739154e-05
-10.45,4.22205712699468e-05,1.0990460563117796e-05,7.739903893292097e-05,7.42523284907916e-05,3.5255556124771275e-05,3.205079685690467e-05,1.1198685362639195e-05,5.923325179281515e-05,6.632233408201838e-05,2.3435515383850816e-05,1.4165835455266145e-05,1.133505720661684e-05,3.0804123663234185e-05,5.68486281541793e-05,1.734896883918151e-05
-10.349999,4.5428857617860835e-05,1.2403775350670113e-05,7.963531596503787e-05,7.765155965613986e-05,3.683585422576322e-05,3.438360802054014e-05,1.2630589724404463e-05,6.23357186473945e-05,6.88819131861193e-05,2.3996344927150707e-05,1.4565966557923326e-05,1.2410036288382399e-05,3.331240825775888e-05,5.913595083335261e-05,1.8549362208088733e-05
-10.25,4.8816510240239384e-05,1.365024641766872e-05,8.418023369650525e-05,8.049098347628626e-05,3.85596413961972e-05,3.5988877586342695e-05,1.3090117210413762e-05,6.629796243362397e-05,7.17882272352605e-05,2.6305542957709832e-05,1.6160672982141908e-05,1.3556809929586892e-05,3.558214794169766e-05,6.383661954225438e-05,2.0167995355162077e-05
-10.15,5.133258156662458e-05,1.3817090138222429e-05,8.718498722546457e-05,8.32274914800006e-05,4.105793368048887e-05,3.8816545858343595e-05,1.4319043617652673e-05,6.896425840785157e-05,7.599384393690788e-05,2.8488947545287078e-05,1.731313532243531e-05,1.432111021152117e-05,3.989964137147492e-05,6.626666435537069e-05,2.184596489284887e-05
-10.049999,5.499460755380987e-05,1.5820927805187904e-05,9.254100782816438e-05,8.57926419419022e-05,4.347948429008255e-05,4.055908319495319e-05,1.5297657487466218e-05,7.281917130151014e-05,7.725348788581722e-05,2.9235010318162432e-05,1.8973561738457073e-05,1.5664983456082122e-05,4.200222330882169e-05,6.851880774705626e-05,2.2831580172574657e-05
-9.95,5.813080914398889e-05,1.7037301046569478e-05,9.477640232382409e-05,9.020486071413651e-05,4.675893362218058e-05,4.41145926954492e-05,1.7469233213536263e-05,7.627892064576366e-05,8.137552307886367e-05,3.151981358780139e-05,2.069931942999682e-05,1.686522737169966e-05,4.49162105605243e-05,7.41438931121059e-05,2.564422450789859e-05
-9.849999,6.179231066372721e-05,1.9124474783461083e-05,0.00010085311244576311,9.493993009183216e-05,4.962136037114712e-05,4.777788183732178e-05,1.924121486122078e-05,8.127866530756656e-05,8.495535399369014e-05,3.482512813022841e-05,2.2819417063478896e-05,1.9033101853260203e-05,4.870252587702109e-05,7.629982910996899e-05,2.6677398900042618e-05
-9.75,6.577646078058153e-05,1.9917790753610103e-05,0.00010529685366812079,9.853093494815155e-05,5.054020427354953e-05,5.017083415509876e-05,2.0870205105755397e-05,8.568259885792601e-05,8.778425758912796e-05,3.619174950815782e-05,2.480239279188298e-05,2.0902570376015032e-05,5.106199478038184e-05,7.938817322248923e-05,2.8588745562677186e-05
-9.65,6.99747045148997e-05,2.2649032719224902e-05,0.00011093232553289816,0.00010244903349923107,5.3003107443458204e-05,5.432936327938272e-05,2.205750379530523e-05,8.947719066028247e-05,9.32972497737507e-05,3.965222011724644e-05,2.7686947503773055e-05,2.231797299861948e-05,5.493792865318509e-05,8.438091472658921e-05,3.064316972678017e-05
-9.55,7.54662894662679e-05,2.4223142055010575e-05,0.00011634603972426905,0.00010660466019607988,5.7135230587184296e-05,5.905413017305332e-05,2.4640687558710644e-05,9.578269785272505e-05,9.692988840378468e-05,4.095845547610383e-05,3.024274483367106e-05,2.4378136732038956e-05,5.8867050591023535e-05,8.787380130902345e-05,3.3873787007172985e-05
-9.450001,8.082215530002007e-05,2.651332266184147e-05,0.00012272209048174988,0.00011298078698660763,5.961656898202651e-05,6.162617980592402e-05,2.5893850817318014e-05,9.919039106002506e-05,0.00010057034227705709,4.3924111420879964e-05,3.248259436432736e-05,2.7304729074040206e-05,6.27674345195103e-05,9.177447212141669e-05,3.600020017794403e-05
-9.35,8.340351833071693e-05,2.8415379589395715e-05,0.0001268953039104419,0.00011842444294997507,6.323577759591924e-05,6.784841062113177e-05,2.9461432243320375e-05,0.0001054719404908729,0.00010595106230914737,4.7909162049980156e-05,3.431572113236057e-05,3.0218856409631828e-05,6.886435633205766e-05,9.720225568204878e-05,3.926062690147306e-05
-9.25,8.908744765195897e-05,3.157625809591781e-05,0.00013300906293332764,0.00012150280042571359,6.900899632489855e-05,7.197178884682558e-05,3.186614221550588e-05,0.00011202398691988155,0.00011172162192322579,4.985464208542149e-05,3.805462241027651e-05,3.2094403771629936e-05,7.255580989319988e-05,0.00010211231368074331,4.136917495564338e-05
-9.150001,9.505591893262032e-05,3.401496855779919e-05,0.0001423166703239201,0.00012846708379637238,7.163222939288778e-05,7.642193911766417e-05,3.421654797801587e-05,0.00011748206698754261,0.00011521685799368988,5.415584855886299e-05,4.082531668305201e-05,3.459043800881177e-05,7.760751977582944e-05,0.00010711597799909235,4.5370091659642666e-05
-9.05,0.00010122799396996425,3.7455823546903354e-05,0.00014838145363502115,0.0001331544446664842,7.452447308715606e-05,8.260299376095405e-05,3.74323665238137e-05,0.00012347221452984583,0.00012065820098422611,5.8397867764035585e-05,4.494009772381018e-05,3.7803431042088826e-05,8.381851020036678e-05,0.00011276560529543162,5.05359636203628e-05
-8.950001,0.00010760384934948441,4.078376376165853e-05,0.00015456697911446013,0.00013954275189757888,7.924823299011206e-05,8.867750125427908e-05,4.0893192051128496e-05,0.00013072846066262912,0.0001273358000045653,6.165007379950457e-05,4.8912014679875176e-05,4.161403153716364e-05,9.080076826209654e-05,0.0001183984453573948,5.1898098796671145e-05
-8.85,0.00011493178956012494,4.378890499998588e-05,0.00016433356313078843,0.00014521873352174654,8.423287047740092e-05,9.502476573714085e-05,4.4221979705850675e-05,0.0001371350012548203,0.0001328296260946361,6.54559672291821e-05,5.362353986207197e-05,4.452802240913338e-05,9.625243526179632e-05,0.00012634023832352803,5.641848833863949e-05
-8.75,0.0001225887406209458,4.7736645039478006e-05,0.00017080385801038003,0.00015007903773184975,8.954625013017008e-05,0.00010192773892467598,4.8273075796011574e-05,0.00014463461824752467,0.0001386707168706613,7.011562545596099e-05,5.800706567327153e-05,4.891752032634275e-05,0.00010346076741796609,0.00013118960128825053,6.13395039405278e-05
-8.65,0.00013003821430474712,5.217387763572898e-05,0.00018059749201366994,0.00015919288085618918,9.472933862953798e-05,0.00010765638381431823,5.283777484750423e-05,0.00015523818255583713,0.00014494276963316016,7.599312784131325e-05,6.285104303919491e-05,5.343891420702357e-05,0.00011227069472238575,0.00013733025225691267,6.533546614908888e-05
-8.55,0.00013753291457609929,5.7301864107975534e-05,0.00018947528037720147,0.00016583477236141136,9.995832742953587e-05,0.00011708206208486546,5.684660316208112e-05,0.0001628974087126543,0.00015241130119873688,7.976308685506658e-05,6.994530558687904e-05,5.7541241404506455e-05,0.00012005725048507113,0.0001467410066578779,7.103223248648016e-05
-8.450001,0.00014766606725736715,6.115477370606934e-05,0.0001980883269124975,0.0001745969121460497,0.00010696632968196554,0.00012523317979730322,6.15665084294711e-05,0.00017285081620451045,0.0001592681962947177,8.6654957114488e-05,7.575091504267848e-05,6.175216505371298e-05,0.0001263052780830755,0.00015364027264889475,7.567328076554892e-05
-8.35,0.00015863723685354868,6.621111428773571e-05,0.00020980452945049892,0.00018343921165984655,0.00011232043295163514,0.00013428281549857657,6.695346144887429e-05,0.00018145851329841658,0.00016822222107255378,9.145101318830582e-05,8.23971466173301e-05,6.70906389141905e-05,0.00013837967223745626,0.00016272240480270234,8.197313125184351e-05
-8.25,0.0001673139220509742,7.327768822549729e-05,0.0002214749138554397,0.00019197903451735306,0.00012025770379095695,0.00014295777056744094,7.376097343543333e-05,0.00019153556429338684,0.00017659902541324773,9.936228951187665e-05,8.999963756781652e-05,7.443035720024535e-05,0.00014685409090324324,0.00017138795364729886,8.96831205018894e-05
-8.15,0.00017855059041082426,7.979639463295113e-05,0.00023288512937913875,0.0002013079675650529,0.00012629982139345197,0.0001537462510813105,7.962657442578946e-05,0.00020304049312262935,0.0001826208493365071,0.0001077996258017467,9.737611713740717e-05,8.00986496808896e-05,0.00015626762051736506,0.00018053299393234237,9.76986188969785e-05
-8.05,0.00019325452728039064,8.554430644488594e-05,0.0002452092674229738,0.00021129501652535838,0.000136895559269325,0.00016558186246643249,8.631400167357552e-05,0.0002152396043188557,0.00019515448232176492,0.00011583516577837667,0.00010703208390779083,8.857230423147225e-05,0.00016926740538717458,0.00018971042356819622,0.00010302480600506721
-7.95,0.0002037092643777311,9.427510555564622e-05,0.0002569464744991167,0.0002201161764566366,0.00014494086224098519,0.000177366089408018,9.513259966063426e-05,0.00022941061895980877,0.00020611571413855665,0.00012267906443811586,0.00011582357624197186,9.455083319907695e-05,0.00018162455911838,0.00020268881090039793,0.00011159531069005924
-7.8500004,0.0002164232032434607,0.00010320228836397073,0.0002744014453919362,0.00023189427042851027,0.0001549295865468338,0.0001897580891288352,0.00010304390898330599,0.0002429720435494331,0.00021348423457395055,0.00013386587728810454,0.00012658536258764748,0.00010430930095092711,0.0001943750666061395,0.00021202925405571253,0.00011959797130895464
-7.75,0.0002319090107509832,0.0001111151663985751,0.000284126451187227,0.0002425619796831144,0.00016302116674270505,0.00020265625778825036,0.00011127686771368335,0.00025591175152590856,0.0002240437178044145,0.00014180634665055146,0.0001379138440845114,0.00011254433775484423,0.00020671251111972178,0.0002255909318096406,0.00013077718404144465
-7.6499996,0.0002472181283385018,0.00012121766529379597,0.00030121304400284037,0.0002570188830378793,0.00017525291337330067,0.00021848581115855824,0.00012194513668634077,0.00027373434235458184,0.0002360909745980052,0.00015303559978784516,0.00014999612977690857,0.0001231573573920771,0.0002246955942479919,0.00023747658671862526,0.00014063780217490128
-7.55,0.0002646252519543858,0.00013148660904525544,0.00032354610378883595,0.0002709080885368635,0.0001869769921704937,0.00023458884786846946,0.0001327202683882602,0.00028857852377956437,0.00024778514468170725,0.00016483694155705988,0.00016305121576561387,0.00013356081566852937,0.00023893316326476874,0.00025014351762170855,0.00015277318006862923
-7.45,0.00028425671853317646,0.00014350878709574457,0.00033451882208155475,0.0002825490198953938,0.00019931530296977775,0.00025100213204370687,0.00014467672682161932,0.0003077124827144193,0.0002634589124418528,0.00017828498217779294,0.00017779044367966908,0.00014501536961470356,0.00025658082116937264,0.00026514555931362053,0.00016300941909906707
-7.3500004,0.0003013179657634074,0.00015646721611544344,0.0003547527531506824,0.00029843602867568315,0.00021403898076747337,0.000270911666501274,0.00015683603934017515,0.0003273535780725554,0.00027597644756206037,0.00018941213202591502,0.00019335382615293806,0.00015839295086570988,0.00027526165836923755,0.0002803566262679596,0.0001776769821438485
-7.25,0.00032491353469534624,0.00017136889050586875,0.0003760940895587123,0.00031314671665339867,0.00023034186584496198,0.0002937134546665227,0.00017125576166712598,0.00034600858223937566,0.0002928540343722373,0.00020587217256495832,0.00021046895999767684,0.00017518575769172727,0.00029553564629678305,0.00029828957142733414,0.0001931498623741165
-7.1499996,0.000346830527406582,0.00018664789226302553,0.00039560823848949566,0.00033030546370641374,0.00024480425162948705,0.0003150026043620535,0.00018877362516541034,0.00036556779914450607,0.0003088692841291264,0.00022154662483126917,0.00023195173134278358,0.00019112621998926602,0.00031694118612430705,0.0003147741287641732,0.0002077108480038671
-7.05,0.00036944368696514043,0.0002039118830646952,0.0004171064175358279,0.0003496811737391315,0.0002607862105188448,0.00033524028517717717,0.00020485279456556143,0.0003865572807574838,0.00032165530784819454,0.00023797781554533255,0.0002496232772899835,0.000206689602462535,0.0003384348987465302,0.00033272044058112996,0.00022569891799201108
-6.95,0.0003943926132075143,0.0002218844582921796,0.0004456333601494197,0.0003700271848202262,0.00027956367914906585,0.0003615260676738903,0.0002245703340701861,0.00041349916889130205,0.00034401578452996555,0.0002573610976572782,0.00027026765747389096,0.00022844499908720092,0.00036391028992229066,0.0003505277214919004,0.0002455132905262485
-6.8499994,0.0004219930440405669,0.0002445523311867604,0.0004755599961799744,0.00039036479757514274,0.00029995393663276337,0.0003883403321272364,0.0002452326901129539,0.00043792125096957175,0.0003631636452320288,0.00027713464367038626,0.00029613426067517874,0.0002485423209478263,0.00039114495920880896,0.0003729010681699769,0.0002675814992758271
-6.75,0.0004533544908017638,0.00026503058486998445,0.0005012027617553498,0.0004105157745528446,0.0003250301072035654,0.0004192815504961136,0.0002658999416165247,0.0004680749860667831,0.0003857107211230033,0.0002993591118656971,0.00032414357141947325,0.0002702390855393022,0.00042132215561894884,0.0003969628619505156,0.00028805397733670275
-6.6499996,0.0004854613608079027,0.0002866359177454419,0.0005293561329835702,0.00043543166144625634,0.00034588417818717885,0.0004546736267329396,0.00028859573397206265,0.0004962121080925941,0.0004092422552097997,0.00032467412355769815,0.00035167511140480327,0.0002932795803903658,0.0004555902642675502,0.0004214188176544883,0.0003129279187379709
-6.55,0.0005211164454599652,0.0003169656784422612,0.0005574916139102263,0.00046294767440130705,0.0003703878606783621,0.00048598475554124417,0.00031824822819052315,0.0005301902484524315,0.00042900301608593295,0.0003517790253056974,0.00038436657558695,0.00032013029704417134,0.00048737396489980126,0.00044724239578976987,0.0003414329180916931
-6.45,0.0005629138176503492,0.0003443554918281226,0.0005923896288281559,0.0004855616148273045,0.0003989228133968609,0.000525935082999401,0.00034719669940741856,0.0005667697003481583,0.0004569914609138137,0.00037906291605929645,0.00041997841353326736,0.0003519438574567208,0.0005245982802024733,0.0004758012187876691,0.0003716041430518868
-6.3500004,0.0005988551448284693,0.0003749774582414469,0.0006331795163945671,0.0005179319915763324,0.00043226428061715914,0.0005663448153581371,0.00037746968847471605,0.0006028121842662932,0.00048304678782989886,0.00041116161106353067,0.00045725050486698635,0.00038388283269349846,0.0005635127096124222,0.0005072027853545772,0.00040044358195386135
-6.25,0.0006425906174557024,0.000411187113560182,0.0006736354516651129,0.0005473444267506519,0.00046332772235397425,0.0006129654633208071,0.000411113635134253,0.0006425239493646388,0.0005178130781756804,0.0004466730297745347,0.0004992764152524022,0.0004190049556118771,0.0006045412746901307,0.0005365260435979242,0.0004394595385383715
-6.15,0.0006920416773031152,0.0004459574673313284,0.0007139090797330021,0.00058089282477733,0.00050255268628262,0.0006569578078010959,0.0004501430011936079,0.0006881808448874157,0.0005521352211482603,0.00048327994325933905,0.0005398604669686736,0.000461440742953876,0.0006524227393544046,0.0005751929744104918,0.00047758934184831165
-6.05,0.0007431034878036724,0.0004892358567768496,0.0007572368308746915,0.0006157706800333246,0.0005394149661858084,0.0007089273908651612,0.0004926550110867076,0.0007297931783450326,0.0005863194357782655,0.00052055969128614,0.0005946036259347965,0.0004985358705760073,0.0007003641752246041,0.0006102761283325661,0.0005193487856271505
-5.95,0.000797525348070393,0.0005337047961233265,0.0008081108850894655,0.0006544624641799152,0.0005807235591808014,0.0007702489956463645,0.0005361552797681553,0.0007859242309359634,0.0006175536094457045,0.0005715715578820884,0.0006450860787538843,0.0005425743902835611,0.0007512587067518576,0.0006537892158195368,0.0005680993219197199
-5.8500004,0.000857654168700389,0.0005823063591746591,0.0008568023225134051,0.0006963686243522475,0.0006312993029646235,0.0008260995057024886,0.0005867494751348645,0.0008389766671220345,0.0006623017092557889,0.0006182399579421478,0.0007036786902063946,0.0005961862415738664,0.0008162116432562474,0.000700897537820254,0.0006166408334946317
-5.75,0.0009226014051856896,0.0006385589412928457,0.0009195913175699465,0.0007403024057653074,0.0006792213259627127,0.0008930055648595632,0.0006414484825784955,0.0008973331536645402,0.0007079149389955349,0.000670379455273375,0.0007683210738942931,0.0006546295496642004,0.0008798089051940229,0.0007491166797870124,0.0006733283369234042
-5.65,0.0009923325087818498,0.0006986128298588242,0.0009789049263361463,0.0007896294725835053,0.0007382437121147132,0.0009660523038483148,0.0007011200382020151,0.0009606549963908479,0.0007560960875204984,0.0007332070663320251,0.0008362799766595167,0.000711451016842496,0.0009466922991415704,0.0008000732237166817,0.0007369937516585313
-5.55,0.0010696107958601576,0.0007618339733661152,0.0010443284635095111,0.0008463410330634774,0.0007993484080027211,0.0010442571705034903,0.000769705961092428,0.001028144519316768,0.0008050660468898821,0.0007962206588104211,0.0009159820990867626,0.0007897311760303904,0.001021026001238782,0.0008538144476615778,0.0008037179557982871
-5.45,0.0011497050326826784,0.000841337781783338,0.001119604889057875,0.0009000252872076835,0.0008670928307576107,0.0011336084405174326,0.0008479241098256306,0.001105736392078785,0.0008645034562642901,0.0008690691840895473,0.0010002250281611802,0.0008600590317499665,0.0011045104715766694,0.0009190960231927441,0.0008765302231606548
-5.35,0.0012369553977740091,0.0009234074046755841,0.001193474216716409,0.0009657394647657852,0.000934999770771801,0.0012237473927990644,0.000927820330010327,0.001183358420007932,0.000926179820668762,0.0009441207385149452,0.001092931232431044,0.0009482748806614585,0.0011905274222602576,0.0009825215470815496,0.0009606371888666791
-5.25,0.0013331686017277865,0.001012236382264944,0.0012755844649624145,0.0010303297698838554,0.0010196251234710408,0.0013229011584482784,0.0010183036425009979,0.0012641240465357832,0.0009934913455701853,0.001032820259012635,0.0011934773280278383,0.001039145428613327,0.001282712997537913,0.0010555238259037458,0.0010496026893812432
-5.1499996,0.0014454531959598796,0.0011129817572574853,0.0013725677897420262,0.0011024474865430293,0.001113978315093212,0.001437871709541272,0.0011178930657393363,0.001359614851884194,0.0010668603300187996,0.0011227145039250507,0.0013029465531755823,0.0011411793463246855,0.0013948756584876137,0.0011338903828628495,0.0011426664658172486
-5.05,0.0015550184861944246,0.0012202689622705558,0.0014699029571190677,0.0011827353240839585,0.0012028451626190362,0.001558402849820496,0.0012279294743653055,0.001462480017458199,0.0011441552144240855,0.001231444358526754,0.0014305412064915422,0.0012489226246056699,0.0015060409729499814,0.0012226783421915338,0.0012545245504380774
-4.95,0.0016812335500279924,0.001344283453708042,0.001575264906464587,0.001272278656229621,0.0013142000575223861,0.0016850136471606317,0.0013497493188225542,0.001567272301440672,0.0012408051436005596,0.0013416240240738159,0.0015597602803879816,0.0013811337378801245,0.0016260092138933595,0.0013084205048391373,0.0013692552318930024
-4.8500004,0.0018193396054648739,0.001481244447401288,0.0016954221352037126,0.0013658533764892005,0.0014282146366289647,0.001823091668123016,0.0014888535245978873,0.001692588694788877,0.0013340184187116194,0.001471033075122485,0.001712085542614842,0.0015087940846754422,0.001756434662617097,0.0014124016146710955,0.001504971995000762
-4.75,0.001966462300472573,0.0016244848823084056,0.0018196464258317697,0.0014630718513902055,0.0015662558248270445,0.001986013351501136,0.001636787849375901,0.0018285907508911589,0.0014421536935060155,0.001613681346285354,0.00187872003907269,0.0016644159651391579,0.001906657737721126,0.001527956751891161,0.001651289297361163
-4.6500006,0.0021294595289045558,0.0017941490627223274,0.0019501203951395928,0.0015838166962755353,0.0017136178345714174,0.0021605514159367574,0.0018012547820974464,0.001973321519784739,0.001552765029823236,0.0017602435103706723,0.0020641607870302784,0.0018243676431059896,0.002069792567948591,0.0016519445654125716,0.001814107608146943
-4.55,0.002314641442796925,0.001971460824918335,0.0021109262502099825,0.001700182121201689,0.0018697252256468261,0.0023443439615365084,0.001980586248121022,0.0021240919994229327,0.0016916371660315316,0.0019322128997332968,0.0022559869336292613,0.0020185479428912884,0.0022438695935185467,0.0017936252799064117,0.0019953703007583924
-4.45,0.0025031730002167234,0.0021691086308178657,0.002266838367164753,0.0018346930796723866,0.0020474380191641294,0.002550663738394799,0.002182167023723883,0.0023009734134004007,0.0018299108943936665,0.002115196607375673,0.002484676692667381,0.0022204873793634666,0.002439360204650011,0.0019325281333940235,0.0021915763875628262
-4.3500004,0.0027146943002014463,0.002394435018534995,0.0024564338197084535,0.001989495997810056,0.002240551367938037,0.0027765000279626243,0.0024081047105566555,0.002485123598160082,0.001988736816652926,0.002328873682260737,0.002724774415450509,0.002436535316567219,0.002644729971155432,0.002101987899718865,0.0024093562548230052
-4.25,0.0029559609693523316,0.0026437640186793157,0.002653394113062756,0.002150787303918054,0.002455926154224621,0.003021983334901971,0.0026501275330862027,0.002690096207828601,0.0021655097101426833,0.002567471993025482,0.0029848429559583543,0.0026931519633415454,0.0028745436848024914,0.00228614512806751,0.0026490896895720343
-4.1500006,0.0032018373358499376,0.0029105955449040856,0.002863539558669885,0.002337513329413414,0.0027035391754947377,0.0032882174242337115,0.0029264505949038646,0.0029150320936418114,0.0023495616278682145,0.0028248044863763417,0.003287528648165834,0.002976953766300953,0.003125241953336996,0.0024866839648400862,0.002917071321878806
-4.05,0.003480191597578513,0.0032169072104892256,0.0031099218894026673,0.0025361246275222024,0.0029665355951820817,0.0035891284186910168,0.0032334429019838904,0.0031572671585395735,0.0025685943116214296,0.003112961941618636,0.0036141155055318683,0.0032908155466908765,0.0034138051936789923,0.0027196505540245685,0.0032110343455078834
-3.95,0.003796947474295819,0.0035647785469569916,0.0033673065969827723,0.0027686213867434127,0.003278478219704391,0.003914213281098218,0.0035818303800980752,0.0034397094708576337,0.002799011542360702,0.0034371915038353754,0.003975494652536783,0.003633996058297924,0.0037188064445318096,0.0029580239873125253,0.003550625241099342
-3.85,0.0041397130293955205,0.003945805393737314,0.0036562381769531375,0.0030100681183942834,0.00362070415394437,0.004277848909048661,0.00396065690754863,0.00375285428156793,0.0030721764510215697,0.0038017532126466387,0.004369698859709021,0.004016238922807551,0.004063173929888966,0.0032414485427904125,0.003929147692680851
-3.75,0.004513579491825114,0.004371057606141706,0.003984760538302394,0.0032858794924367977,0.003998399870077502,0.004683388343210762,0.004389989122928527,0.004086803614342665,0.0033700748593103826,0.004200329028110764,0.004811372511748659,0.004462229585366367,0.004436424116773808,0.0035443935977737843,0.004343730713375408
